"id";"sermondate";"speaker";"topic";"section";"location";"remark";"audiofile";"bibleID";"updatedBy";"updatedTime";"activeFlag"
191;"2011-07-17";"葉耿齊傳道";"路(mp3)";"约14：1~6";"海沃教會";"";"20110717yeh.mp3";0;"";"";"Active"
192;"2011-07-24";"葉耿齊傳道";"這世界的諸神(五) - 個人主義";"加 6：1-5";"海沃教會";"";"20110724yeh.mp3";0;"";"";"Active"
193;"2011-07-31";"陳鴻沫牧師";"聽道與行道(錄影)";"";"海沃教會";"";"20110731Chan.mp3";0;"";"";"Active"
194;"2011-08-07";"黃嘉松牧師";"忠心事主的人";"提後 1：1-7";"海沃教會";"";"20110807huang.mp3";0;"";"";"Active"
195;"2011-08-13";"黃嘉松牧師";"教養兒女認識神";"但 1：1-21";"海沃教會";"";"20110813huang.mp3";0;"";"";"Active"
196;"2011-08-21";"黃嘉松牧師";"忠心事奉主的人(二)";"提後 1：8-`8";"海沃教會";"";"20110821huang.mp3";0;"";"";"Active"
197;"2011-08-28";"林力山弟兄";"真誠的敬拜";"提後 1：8-`8";"海沃教會";"";"20110828lin.mp3";0;"";"";"Active"
198;"2011-09-04";"Bill Stephens";"出其意外";"徒 16：6-34";"海沃教會";"";"20110904Bill.mp3";0;"";"";"Active"
199;"2011-09-18";"黃嘉松牧師";"忠心剛強的基督徒| mp3";"提後 2:1~8";"海沃教會";"";"20110918huang.mp3";0;"";"";"Active"
200;"2011-09-25";"葉耿齊傳道";"看見";"約 9:1-41";"海沃教會";"";"20110925yeh.mp3";0;"";"";"Active"
201;"2011-10-02";"Jamie Taylor （戴继宗）";"我不能不說";"徒 4:13,29-318";"海沃教會";"";"20111002huang.mp3";0;"";"";"Active"
202;"2011-10-09";"黃嘉松牧師";"忠心忍耐的基督徒";"";"海沃教會";"";"20111009huang.mp3";0;"";"";"Active"
203;"2011-10-16";"黃嘉松牧師";"忠心與專心的基督徒";"提後 2:14~19";"海沃教會";"";"20111016huang.mp3";0;"";"";"Active"
204;"2011-10-23";"葉耿齊傳道";"轉變";"代上 21";"海沃教會";"";"20111023yeh.mp3";0;"";"";"Active"
205;"2011-11-06";"黃嘉松牧師";"回家";"路 15:11-24";"海沃教會";"";"20111106huang.mp3";0;"";"";"Active"
206;"2011-11-13";"黃嘉松牧師";"危險的日子";"";"海沃教會";"";"20111113huang.mp3";0;"";"";"Active"
207;"2011-11-20";"黃嘉松牧師";"約拿的感恩";"拿:2:1-10";"海沃教會";"";"20111120huang.mp3";0;"";"";"Active"
208;"2011-11-27";"陳鴻沫牧師";"怎能不感恩";"拿:2:1-10";"海沃教會";"";"20111127chen.mp3";0;"";"";"Active"
209;"2011-12-04";"黃嘉松牧師";"在危險的日子中得勝";"提後 3: 5~17";"海沃教會";"";"20111204huang.mp3";0;"";"";"Active"
210;"2011-12-11";"張西平牧師";"作新造的人";"加5:16~26";"海沃教會";"audio file missed";"";0;"";"";"Active"
211;"2011-12-18";"黃嘉松牧師";"真正的饱足";"约6：25-41";"海沃教會";"";"20111218huang.mp3";0;"";"";"Active"
212;"2011-12-25";"葉耿齊傳道";"聖誕真義";"路 2：1-15";"海沃教會";"";"20111225yeh.mp3";0;"";"";"Active"
213;"2012-01-01";"黃嘉松牧師";"興旺福音 mp3";"腓 1:1-18;27";"海沃教會";"";"20120101huang.mp3";0;"";"";"Active"
214;"2012-01-08";"黃嘉松牧師";"有感染力的教會";"帖前1：1-10";"海沃教會";"";"20120108huang.mp3";0;"";"";"Active"
215;"2012-01-15";"黃嘉松牧師";"收割靈魂的喜樂";"約:4：31-42";"海沃教會";"";"20120115huang.mp3";0;"";"";"Active"
216;"2012-01-22";"葉耿齊牧師";"王者歸來(一)反叛與憤怒";"羅:3：19-20";"海沃教會";"";"20120122yeh.mp3";0;"";"";"Active"
217;"2012-01-29";"陳鴻沫牧師";"雅各的屬靈經歷";"創世紀32: 22-32";"海沃教會";"";"20120129chen_.mp3";0;"";"";"Active"
218;"2012-02-05";"黃嘉松牧師";"興旺福音的激情";"羅 1:1-7";"海沃教會";"";"20120205huang.mp3";0;"";"";"Active"
219;"2012-02-12";"黃嘉松牧師";"福音的救贖";"耶2:1-19,24-25";"海沃教會";"";"20120212huang.mp3";0;"";"";"Active"
220;"2012-02-18";"遠志明牧師";"信息一:作神的兒女";"";"海沃教會";"福音佈道會";"20120218yuanzhiming.mp3";0;"";"";"Active"
221;"2012-02-19";"遠志明牧師";"信息二: 吃天上的糧";"";"海沃教會";"福音佈道會";"20120219ayuanzhiming.mp3";0;"";"";"Active"
222;"2012-02-19";"遠志明牧師";"信息三:走不知道的路 ";"";"海沃教會";"福音佈道會";"20120219byuanzhiming.mp3";0;"";"";"Active"
223;"2012-02-26";"林立山弟兄";"我們的神";"弗1：17";"海沃教會";"";"20120226lin.mp3";0;"";"";"Active"
224;"2012-03-04";"黃嘉松牧師";"福音:和好的大能";"創50:14-21";"海沃教會";"";"20120304huang.mp3";0;"";"";"Active"
225;"2012-03-11";"黃嘉松牧師";"人子是誰？";"太16:13-17";"海沃教會";"";"20120311huang.mp3";0;"";"";"Active"
226;"2012-03-18";"黃嘉松牧師";"為何不能認識主？";"可10:17-27";"海沃教會";"";"20120318huang.mp3";0;"";"";"Active"
227;"2012-03-25";"葉耿齊牧師";"王者歸來（二） 血路";"羅3：21-31";"海沃教會";"";"20120325yeh.mp3";0;"";"";"Active"
228;"2012-04-01";"黃嘉松牧師";"跟隨復活的主";"約21:1~17";"海沃教會";"";"20120401Huang.mp3";0;"";"";"Active"
229;"2012-04-08";"黃嘉松牧師";"跟隨復活的主(二)";"西3：1-11";"海沃教會";"";"20120408huang.mp3";0;"";"";"Active"
230;"2012-04-15";"黃嘉松牧師";"跟隨復活的主(三)";"";"海沃教會";"";"20120415huang.mp3";0;"";"";"Active"
231;"2012-04-22";"葉耿齊牧師";"王者歸來（三） 信心真貌";"羅 4：17-25";"海沃教會";"";"20120422Yeh.mp3";0;"";"";"Active"
232;"2012-04-29";"陳鴻沫牧師";"活出新生命";"西 3：12-17";"海沃教會";"";"20120429Chen.mp3";0;"";"";"Active"
233;"2012-05-06";"黃嘉松牧師";"神揀選與塑造的人-雅各(1)";"創 25:19-34";"海沃教會";"";"20120506Huang.mp3";0;"";"";"Active"
234;"2012-05-13";"黃嘉松牧師";"神揀選與塑造的人-雅各(2)";"創 27";"海沃教會";"";"20120513Huang.mp3";0;"";"";"Active"
235;"2012-05-20";"葉耿齊牧師";"王者歸來(四)連結";"羅 5：12-21";"海沃教會";"";"20120520Yeh.mp3";0;"";"";"Active"
236;"2012-05-27";"黃嘉松牧師";"神揀選與塑造的人-雅各(3)";"創 28";"海沃教會";"";"20120527huang.mp3";0;"";"";"Active"
237;"2012-06-03";"葉耿齊牧師";"王者歸來(五)連結";" ";"海沃教會";"";"20120603Yeh.mp3";0;"";"";"Active"
238;"2012-06-10";"黃嘉松牧師";"神揀選與塑造的人-雅各(4)";"創 30:25-31:55";"海沃教會";"";"20120610huang.mp3";0;"";"";"Active"
239;"2012-06-17";"黃嘉松牧師";"神揀選與塑造的人-雅各(5)";"創 31:55";"海沃教會";"";"20120617huang.mp3";0;"";"";"Active"
240;"2012-06-24";"葉耿齊牧師";"王者歸來(六) 更高的力量";"罗 7：21-8:11";"海沃教會";"";"20120624yeh_.mp3";0;"";"";"Active"
241;"2012-07-01";"黃嘉松牧師";"神揀選與塑造的人-雅各(6)";"創 32";"海沃教會";"";"20120701huang.mp3";0;"";"";"Active"
242;"2012-07-08";"黃嘉松牧師";"神揀選與塑造的人-雅各(7)";"創 33:1-20";"海沃教會";"";"20120708huang.mp3";0;"";"";"Active"
243;"2012-07-15";"黃嘉松牧師";"神揀選與塑造的人-雅各(8)";"創 34:1-31";"海沃教會";"";"20120715huang.mp3";0;"";"";"Active"
244;"2012-07-29";"林力山弟兄";"救恩与福音";"";"海沃教會";"";"20120729lin.mp3";0;"";"";"Active"
245;"2012-08-05";"黃嘉松牧師";"神揀選與塑造的人-雅各(9)";"創 35";"海沃教會";"";"20120805Huang.mp3";0;"";"";"Active"
246;"2012-08-12";"黃嘉松牧師";"神揀選與塑造的人-雅各(10)";"創 49";"海沃教會";"";"20120812huang.mp3";0;"";"";"Active"
247;"2012-08-19";"葉耿齊牧師";"王者歸來(七)軟弱中的盼望";"羅 8:21-39";"海沃教會";"";"20120819yeh.mp3";0;"";"";"Active"
248;"2012-08-26";"黃嘉松牧師";"求主容我与你同行";"来 11：6，林後13：5";"海沃教會";"";"20120826huang.mp3";0;"";"";"Active"
249;"2012-09-02";"黃嘉松牧師";"信心的省察(二)";"來 11:6 林後 13:5";"海沃教會";"";"20120902Huang.mp3";0;"";"";"Active"
250;"2012-09-09";"林立山弟兄";"選手選民";"林前9：24～25";"海沃教會";"";"20120909lin.mp3";0;"";"";"Active"
251;"2012-09-16";"Bob Sjogren";"The Other Side of The Cross 十字架的另一面";"";"海沃教會";"";"20120916sjogren.mp3";0;"";"";"Active"
252;"2012-09-16";"Bob Sjogren";"下午講道:彰顯神的榮耀(1)";"";"海沃教會";"";"20120916_1sjogren.mp3";0;"";"";"Active"
253;"2012-09-16";"Bob Sjogren";"下午講道:彰顯神的榮耀(2)";"";"海沃教會";"";"20120916_2sjogren.mp3";0;"";"";"Active"
254;"2012-09-23";"黃嘉松牧師";"耶和華與他同在";"撒上3：1-21";"海沃教會";"";"20120923huang.mp3";0;"";"";"Active"
255;"2012-09-30";"黃嘉松牧師";"與神相交";"約壹 1：1-4";"海沃教會";"audio file missed";"";0;"";"";"Active"
256;"2012-10-07";"黃嘉松牧師";"與神相交(二)";"約壹 1：1-4";"海沃教會";"";"20121007huang.mp3";0;"";"";"Active"
257;"2012-10-14";"黃嘉松牧師";"行在光中";"約壹 1：5-10";"海沃教會";"";"20121014huang.mp3";0;"";"";"Active"
258;"2012-10-21";"黃嘉松牧師";"行在光中(二)";"約壹 2：1-2：11";"海沃教會";"";"20121021huang.mp3";0;"";"";"Active"
259;"2012-10-28";"陳鴻沫牧師";"如何活在不信的世界";"";"海沃教會";"";"20121028chen.mp3";0;"";"";"Active"
260;"2012-11-04";"黃嘉松牧師";"行在光中(三)";"約壹 2：12-2：17";"海沃教會";"";"20121104huang.mp3";0;"";"";"Active"
261;"2012-11-11";"黃嘉松牧師";"在盼望中與神相交";"約一3:2~10";"海沃教會";"";"20121111huang.mp3";0;"";"";"Active"
262;"2012-11-18";"葉耿齊牧師";"之後";"羅12:1-2";"海沃教會";"";"20121118yeh.mp3";0;"";"";"Active"
263;"2012-11-25";"黃嘉松牧師";"感恩與敬拜";"詩 95";"海沃教會";"";"20121125huang.mp3";0;"";"";"Active"
264;"2012-12-02";"葉耿齊牧師";"思考，再出發";"";"海沃教會";"";"20121202yeh.mp3";0;"";"";"Active"
265;"2012-12-09";"黃嘉松牧師";"盼望救主的西面";"路2：25-30";"海沃教會";"";"20121209huang.mp3";0;"";"";"Active"
266;"2012-12-16";"黃嘉松牧師";"蒙福的性情";"路1：46-55";"海沃教會";"";"20121216huang.mp3";0;"";"";"Active"
267;"2012-12-23";"黃嘉松牧師";"歷史的時刻";"加4：1-11";"海沃教會";"";"20121223huang.mp3";0;"";"";"Active"
268;"2012-12-30";"胡鼎漢牧師";"主同在就是幸福";"太6:9-13";"海沃教會";"";"20121230hu.mp3";0;"";"";"Active"
269;"2013-01-06";"黃嘉松牧師";"發光社區,關懷社群";"腓 2:12-17";"海沃教會";"";"20130106huang.mp3";0;"";"";"Active"
270;"2013-01-13";"黃嘉松牧師";"真實的虔誠";"";"海沃教會";"";"20130113huang.mp3";0;"";"";"Active"
271;"2013-01-20";"葉耿齊牧師";"神的條件";"代下7:14";"海沃教會";"";"20130120yeh.mp3";0;"";"";"Active"
272;"2013-01-27";"黃嘉松牧師";"與神同行的對話（一）";"太6：5-15";"海沃教會";"";"20130127huang.mp3";0;"";"";"Active"
273;"2013-02-03";"葉耿齊牧師";"基督徒的生命（一）看重關係的生命";"太5：20-26";"海沃教會";"";"20130203yeh.mp3";0;"";"";"Active"
274;"2013-02-10";"黃嘉松牧師";"與神同行的對話（二）";"太6：5-15";"海沃教會";"";"20130210huang.mp3";0;"";"";"Active"
275;"2013-02-17";"黃嘉松牧師";"神情人節的禮物";"約3：16";"海沃教會";"";"20130217huang.mp3";0;"";"";"Active"
276;"2013-02-24";"葉耿齊牧師";"基督徒的生命（二）思想純潔的生命";"太5：20,27-30";"海沃教會";"";"20130224yeh.mp3";0;"";"";"Active"
277;"2013-03-03";"葉耿齊牧師";"基督徒的生命（三）看重婚約的生命";"太5：20,27-30";"海沃教會";"";"20130303yeh.mp3";0;"";"";"Active"
278;"2013-03-10";"葉耿齊牧師";"基督徒的生命（四）看重話語的生命";"太5：33-37";"海沃教會";"";"20130310yeh.mp3";0;"";"";"Active"
279;"2013-03-17";"葉耿齊牧師";"基督徒的生命（五）放棄權利的生命";"太5：38-42";"海沃教會";"";"20130317yeh.mp3";0;"";"";"Active"
280;"2013-03-24";"陳肇兆牧師";"就愛他們到底";"約13：1-17";"海沃教會";"";"20130324chen.mp3";0;"";"";"Active"
281;"2013-03-31";"黃嘉松牧師";"人子是誰";"馬太16：13-19";"海沃教會";"";"20130331huang.mp3";0;"";"";"Active"
282;"2013-04-07";"葉耿齊牧師";"張力?動力!";"徒6：1-7";"海沃教會";"";"20130407yeh.mp3";0;"";"";"Active"
283;"2013-04-14";"杜林茜牧師";"傳承";"提2：1-2";"海沃教會";"";"20130414du.mp3";0;"";"";"Active"
284;"2013-04-21";"葉耿齊牧師";"張力?動力!(二)";"創40：23";"海沃教會";"";"20130421yeh.mp3";0;"";"";"Active"
285;"2013-04-28";"陳鴻沫牧師";"更深的醫治";"可2：1-12";"海沃教會";"";"20130428chen.mp3";0;"";"";"Active"
286;"2013-05-05";"央正義牧師";"異象與使命";"徒26：16-20 羅:1:11-13";"海沃教會";"";"20130505yang.mp3";0;"";"";"Active"
287;"2013-05-12";"葉耿齊牧師";"有才德的婦人";"箴言31:10-31";"海沃教會";"";"20130512yang.mp3";0;"";"";"Active"
288;"2013-05-19";"葉耿齊牧師";"因果與恩典(一)";"加 6:7-8";"海沃教會";"";"20130519yang.mp3";0;"";"";"Active"
289;"2013-05-26";"葉耿齊牧師";"因果與恩典(二)";"";"海沃教會";"";"20130526yeh.mp3";0;"";"";"Active"
290;"2013-06-02";"柳林慧中傳道";"從神學角度看餐福運動";"哥林多前書 10:31";"海沃教會";"";"20130602liu.mp3";0;"";"";"Active"
291;"2013-06-09";"林力山弟兄";"有這寶貝";"哥林多後書 4：7，16";"海沃教會";"";"20130609lin.mp3";0;"";"";"Active"
292;"2013-06-16";"溫英幹弟兄";"教養敬虔的後代 | Youtube錄影";"詩篇 128：1-6";"海沃教會";"";"20130616wen.mp3";0;"";"";"Active"
293;"2013-06-23";"葉耿齊牧師";"救恩的目的";"提多書 2：11-15";"海沃教會";"";"20130623yeh.mp3";0;"";"";"Active"
294;"2013-06-30";"葉耿齊牧師";"何必上教會";"徒2:41-47";"海沃教會";"";"20130630yeh.mp3";0;"";"";"Active"
295;"2013-07-07";"陳鸿沫牧師";"希西家的祷告";"賽38：1-20";"海沃教會";"";"20130707chen.mp3";0;"";"";"Active"
296;"2013-07-14";"葉耿齊牧師";"何必有牧師";"";"海沃教會";"";"20130714yeh.mp3";0;"";"";"Active"
297;"2013-07-21";"關國瑞牧師";"夏令會(錄音影像)";"";"Sonoma State University";"Video Only";"";0;"";"";"Active"
298;"2013-08-04";"葉耿齊牧師";"勇敢的心(前段包含嬰兒奉獻禮)";"希10:32-39";"海沃教會";"";"20130804yeh.mp3";0;"";"";"Active"
299;"2013-08-11";"李稼軒傳道";"最大的誡命";"申6:4-9";"海沃教會";" 王璐翻譯";"20130811li.mp3";0;"";"";"Active"
300;"2013-08-18";"林力山弟兄";"更像我主";"以4:13";"海沃教會";"";"20130818lin.mp3";0;"";"";"Active"
301;"2013-08-25";"葉耿齊牧師";"勇敢的心（二）-恢復生機";"王下19:1-18";"海沃教會";"";"20130825yeh.mp3";0;"";"";"Active"
302;"2013-09-08";"吕绍昌牧師";"生命的聘禮";"";"海沃教會";"";"20130908lv.mp3";0;"";"";"Active"
303;"2013-09-15";"陳鸿沫牧師";"成全聖徒,基督身體";"";"海沃教會";"";"20130915chen.mp3";0;"";"";"Active"
304;"2013-09-22";"葉耿齊牧師";"城市與鄉村;宣教與金錢";"林後 8:1-15";"海沃教會";"";"20130922yeh.mp3";0;"";"";"Active"
305;"2013-09-29";"葉耿齊牧師";"教會的異象（一）";"尼希米記第一章";"海沃教會";"";"20130929yeh.mp3";0;"";"";"Active"
306;"2013-10-06";"葉耿齊牧師";"教會的異象（二）";"尼希米記第二章";"海沃教會";"";"20131006yeh.mp3";0;"";"";"Active"
307;"2013-10-13";"葉耿齊牧師";"教會的異象（三）";"尼希米記第二章";"海沃教會";"";"20131013yeh.mp3";0;"";"";"Active"
308;"2013-10-20";"林力山弟兄";"耶穌的名";"約翰福音";"海沃教會";"";"20131020lin.mp3";0;"";"";"Active"
309;"2013-10-27";"葉耿齊牧師";"建造";"尼3-4章";"海沃教會";"";"20131027yeh.mp3";0;"";"";"Active"
310;"2013-11-03";"葉耿齊牧師";"當問題多過答案";"尼希米記第4章";"海沃教會";"";"20131103yeh.mp3";0;"";"";"Active"
311;"2013-11-10";"葉耿齊牧師";"我們中間的惡";"尼希米記第5章";"海沃教會";"";"20131110yeh.mp3";0;"";"";"Active"
312;"2013-11-17";"陳鸿沫牧師";"靈性的衰退和恢復";"何西阿書";"海沃教會";"";"20131117chen.mp3";0;"";"";"Active"
313;"2013-11-24";"李子群牧師";"感恩圖報";"希伯來2 羅馬書8";"海沃教會";"";"20131124lee.mp3";0;"";"";"Active"
314;"2013-12-01";"葉耿齊牧師";"品格力";"尼希米記5";"海沃教會";"";"20131201yeh.mp3";0;"";"";"Active"
315;"2013-12-08";"葉耿齊牧師";"死亡的約會";"尼希米記6";"海沃教會";"";"20131208yeh.mp3";0;"";"";"Active"
316;"2013-12-15";"林力山弟兄";"耶穌的名 (二)";"以賽亞書9 傳道書3";"海沃教會";"";"20131215lin_.mp3";0;"";"";"Active"
317;"2013-12-22";"葉耿齊牧師";"不一樣的聖誕節";"太2：13-15";"海沃教會";"";"20131222yeh.mp3";0;"";"";"Active"
318;"2013-12-29";"葉耿齊牧師";"忍受與忍耐";"雅各書 5:7-11";"海沃教會";"";"20131229yeh.mp3";0;"";"";"Active"
319;"2014-01-05";"葉耿齊牧師";"合約與永約";"出 24:1-11";"海沃教會";"";"20140105yeh.mp3";0;"";"";"Active"
320;"2014-01-12";"林力山弟兄";"豐盛的生命";"約10:10||帖前5：16-18";"海沃教會";"";"20140112lin.mp3";0;"";"";"Active"
321;"2014-01-19";"葉耿齊牧師";"曠野性格(一)金牛犢的應許";"出埃及記32：1-14";"海沃教會";"";"20140119yeh.mp3";0;"";"";"Active"
322;"2014-01-26";"葉耿齊牧師";"曠野性格(二)抱怨";"民數記11：1-5， 31-344";"海沃教會";"";"20140126yeh.mp3";0;"";"";"Active"
323;"2014-02-02";"葉耿齊牧師";"曠野性格(三)忌妒";"民數記12章";"海沃教會";"";"20140202yeh.mp3";0;"";"";"Active"
324;"2014-02-09";"葉耿齊牧師";"曠野性格(四)眼見為憑";"民數記13章";"海沃教會";"";"20140209yeh.mp3";0;"";"";"Active"
325;"2014-02-16";"陳鴻沫牧師";"靠耶和華的名得勝";"撒母耳記上記17:41-48";"海沃教會";"";"20140216chen.mp3";0;"";"";"Active"
326;"2014-02-23";"葉耿齊牧師";"曠野性格(五)擅自行動";"民數記14章";"海沃教會";"";"20140223yeh.mp3";0;"";"";"Active"
327;"2014-03-02";"葉耿齊牧師";"曠野性格(六)抗拒權柄";"民數記16章";"海沃教會";"";"20140302yeh.mp3";0;"";"";"Active"
328;"2014-03-09";"葉耿齊牧師";"曠野性格(七)不尊神為聖";"民數記20章";"海沃教會";"";"20140309yeh.mp3";0;"";"";"Active"
329;"2014-03-16";"葉耿齊牧師";"曠野性格(八)陽奉陰違";"民數記22章1-35 24章1";"海沃教會";"";"20140316yeh.mp3";0;"";"";"Active"
330;"2014-03-23";"江冠明牧師";"尋找被遺忘的民族";"以西結書34：6-7，11-16";"海沃教會";"";"20140323jiang.mp3";0;"";"";"Active"
331;"2014-03-30";"葉耿齊牧師";"曠野性格(九)淫亂背約";"民數記25章";"海沃教會";"";"20140330yeh.mp3";0;"";"";"Active"
332;"2014-04-06";"葉耿齊牧師";"安靜等候中的大能";"詩篇130-131";"海沃教會";"";"20140406yeh.mp3";0;"";"";"Active"
333;"2014-04-13";"陳鴻沫牧師";"大衛與先知拿單";"撒母耳記上記12:1-15";"海沃教會";"";"20140413chen.mp3";0;"";"";"Active"
334;"2014-04-20";"葉耿齊牧師";"復活真義";"哥林多前書15：12-26";"海沃教會";"";"20140420yeh.mp3";0;"";"";"Active"
335;"2014-04-27";"何崇謙牧師";"此生不枉過";"傳道書11:1-10;12:1";"海沃教會";"";"20140427Ho.mp3";0;"";"";"Active"
336;"2014-05-04";"葉耿齊牧師";"真愛方程式(一)";"哥林多前書 13:1~3";"海沃教會";"";"20140504yeh.mp3";0;"";"";"Active"
337;"2014-05-11";"葉耿齊牧師";"真愛方程式(二) 愛的本質";"哥林多前書 13:4";"海沃教會";"";"20140511yeh.mp3";0;"";"";"Active"
338;"2014-05-18";"王愛敏牧師";"大使命";"以賽亞書60:1-7 61:1-7";"海沃教會";"";"20140518wang.mp3";0;"";"";"Active"
339;"2014-05-25";"葉耿齊牧師";"真愛方程式(三) 愛的焦點";"哥林多前書 13:4-5";"海沃教會";"";"20140525yeh.mp3";0;"";"";"Active"
340;"2014-06-01";"周淑慧牧師";"生命影響生命之人";"使徒行傳 16:1-3,6-15";"海沃教會";"";"20140601chow.mp3";0;"";"";"Active"
341;"2014-06-08";"吳淑儀姊妹";"行公義 好憐憫";"出埃及記 3:1-15";"海沃教會";"";"20140608wu.mp3";0;"";"";"Active"
342;"2014-06-15";"葉耿齊牧師";"真愛方程式(四) 愛的溫柔";"哥林多前書 13:5";"海沃教會";"";"20140615yeh.mp3";0;"";"";"Active"
343;"2014-06-22";"林力山弟兄";"順服與愛惜";"以弗所書5:22-28,33";"海沃教會";"";"20140622lin.mp3";0;"";"";"Active"
344;"2014-06-29";"葉耿齊牧師";"真愛方程式(五) 愛的純全";"哥林多前書 13:6-8";"海沃教會";"";"20140629yeh.mp3";0;"";"";"Active"
345;"2014-07-06";"李施德牧師";"極限發揮你的國度影響力";"馬太福音25:34-40";"海沃教會";"";"20140706lee.mp3";0;"";"";"Active"
346;"2014-07-13";"葉耿齊牧師";"在憐憫上領先，在恩典上超越(1)";"路加福音14/ 12-14";"海沃教會";"";"20140713yeh.mp3";0;"";"";"Active"
347;"2014-07-20";"李定武牧師";"在恩典之中成長";"馬太福音19:30-20:16";"Sonoma State U";"";"20140720Lee.mp3";0;"";"";"Active"
348;"2014-07-27";"林力山弟兄";"謙卑與順服";"馬太福音11:29-30";"海沃教會";"";"20140727Lin.mp3";0;"";"";"Active"
349;"2014-08-03";"陳鴻沫牧師";"重建大衛的帳幕";"阿摩司書 9:11-15";"海沃教會";"";"20140803chen.mp3";0;"";"";"Active"
350;"2014-08-10";"葉耿齊牧師";"在憐憫上領先，在恩慈上超越(二)";"馬太福音25:31-46";"海沃教會";"";"20140810yeh.mp3";0;"";"";"Active"
351;"2014-08-17";"柳林慧中傳道";"新伙伴,新契機";"以斯帖記4:14";"海沃教會";"";"20140817lin.mp3";0;"";"";"Active"
352;"2014-08-24";"葉耿齊牧師";"在憐憫上領先，在恩慈上超越(三)";"路加福音10:25-37";"海沃教會";"";"20140824yeh.mp3";0;"";"";"Active"
353;"2014-08-31";"葉耿齊牧師";"在憐憫上領先，在恩慈上超越(四)";"約翰福音8:1-8";"海沃教會";"";"20140831yeh_.mp3";0;"";"";"Active"
354;"2014-09-07";"葉耿齊牧師";"一路向西(一) 苦中作樂";"腓立比書 1:12~26";"海沃教會";"";"20140907yeh.mp3";0;"";"";"Active"
355;"2014-09-14";"葉耿齊牧師";"一路向西(二)";"腓立比書 1:19~30";"海沃教會";"";"20140914yeh.mp3";0;"";"";"Active"
356;"2014-09-21";"林力山弟兄";"愛慕靈奶";"彼得前書2:1-3";"海沃教會";"";"20140921lin.mp3";0;"";"";"Active"
357;"2014-09-28";"黃天賜牧師";"傳福音的心胸";"哥林多前書 9:19-23";"海沃教會";"";"20140928huang.mp3";0;"";"";"Active"
358;"2014-10-05";"葉耿齊牧師";"一路向西(三)";"腓立比書1:27-30";"海沃教會";"";"20141005yeh.mp3";0;"";"";"Active"
359;"2014-10-12";"蔣選民牧師";"美的追求";"使徒行傳3:1-10";"海沃教會";"";"20141012Jiang.mp3";0;"";"";"Active"
360;"2014-10-19";"林力山弟兄";"神的子民";"彼得前書2:4-5";"海沃教會";"";"20141019lin.mp3";0;"";"";"Active"
361;"2014-10-26";"林力山弟兄";"神的子民";"彼得前書2:11-12";"海沃教會";"";"20141026lin.mp3";0;"";"";"Active"
362;"2014-11-02";"陳鴻沫牧師";"聖靈的工作";"約翰福音 14:16-17, 15:26-27, 16:7-13";"海沃教會";"";"20141102chen.mp3";0;"";"";"Active"
363;"2014-11-09";"葉耿齊牧師";"一路向西（四）";"腓立比書2:12-18";"海沃教會";"";"20141109yeh.mp3";0;"";"";"Active"
364;"2014-11-16";"葉耿齊牧師";"一路向西（五）";"腓立比書4:1-7";"海沃教會";"";"20141116yeh.mp3";0;"";"";"Active"
365;"2014-11-23";"葉耿齊牧師";"一路向西（六）";"腓立比書4:10-20";"海沃教會";"";"20141123yeh.mp3";0;"";"";"Active"
366;"2014-11-30";"得救見證";"葉耿齊牧師受洗勸勉";"";"海沃教會";"";"20141130yeh.mp3";0;"";"";"Active"
367;"2014-12-07";"葉耿齊牧師";"一路向西（七）平安的緣由";"腓立比書4:8-9";"海沃教會";"";"20141207yeh.mp3";0;"";"";"Active"
368;"2014-12-14";"林力山弟兄";"神的子民（三）";"彼得前書3:10-11";"海沃教會";"";"20141214lin.mp3";0;"";"";"Active"
369;"2014-12-21";"葉耿齊牧師";"神聖的拉扯";"路加福音2:22-38";"海沃教會";"";"20141221yeh.mp3";0;"";"";"Active"
370;"2014-12-28";"葉耿齊牧師";"向前望, 向後忘";"腓立比書3:13-14";"海沃教會";"";"20141228yeh.mp3";0;"";"";"Active"
371;"2015-01-04";"葉耿齊牧師";"成長的呼召";"彼得後書3:17-18";"海沃教會";"";"20150104yeh.mp3";0;"";"";"Active"
372;"2015-01-11";"江冠明牧師";"從少數民族宣教來看福音出中國";"";"海沃教會";"";"20150111river.mp3";0;"";"";"Active"
373;"2015-01-18";"葉耿齊牧師";"成長的努力";"彼得後書 1:5-11";"海沃教會";"";"20150118yeh.mp3";0;"";"";"Active"
374;"2015-01-25";"林力山弟兄";"靈命進深";"路加福音 2:40-52";"海沃教會";"";"20150125lin.mp3";0;"";"";"Active"
375;"2015-02-01";"葉耿齊牧師";"長老的寶貴";"彼得前書5:1-4";"海沃教會";"";"20150201yeh.mp3";0;"";"";"Active"
376;"2015-02-08";"葉耿齊牧師";"成長的阻攔";"彼得前書2:13-22";"海沃教會";"";"20150208yeh.mp3";0;"";"";"Active"
377;"2015-02-15";"葉耿齊牧師";"成長的動力";"彼得後書3:10-18";"海沃教會";"";"20150215yeh.mp3";0;"";"";"Active"
378;"2015-02-22";"葉耿齊牧師";"爲生命掘一口深井（一）";"哥林前書9:24-27";"海沃教會";"";"20150222yeh.mp3";0;"";"";"Active"
379;"2015-03-01";"葉耿齊牧師";"爲生命掘一口深井（二）找到生命的軸心";"詩篇第一篇";"海沃教會";"";"20150301yeh.mp3";0;"";"";"Active"
